rental_hour,season,workingday,weather,temp,humidity,windspeed,total_rentals,sunspots
2011-06-06 19:00:00,spring,1,1,29.52,54,12.998,407,2
2011-06-06 20:00:00,spring,1,1,27.88,61,8.9981,336,2
2011-06-06 21:00:00,spring,1,1,27.06,57,6.0032,189,2
2011-06-06 22:00:00,spring,1,1,27.06,61,6.0032,173,2
2011-06-06 23:00:00,spring,1,1,26.24,69,6.0032,60,0
2011-06-07 00:00:00,spring,1,1,26.24,65,6.0032,20,1
2011-06-07 01:00:00,spring,1,1,25.42,69,8.9981,4,2
2011-06-07 02:00:00,spring,1,1,24.6,73,6.0032,5,2
2011-06-07 03:00:00,spring,1,1,24.6,73,6.0032,2,0
2011-06-07 04:00:00,spring,1,1,23.78,83,8.9981,5,0
2011-06-07 05:00:00,spring,1,1,23.78,88,11.0014,32,1
2011-06-07 06:00:00,spring,1,1,24.6,78,8.9981,126,2
2011-06-07 07:00:00,spring,1,2,26.24,69,12.998,334,0
2011-06-07 08:00:00,spring,1,2,27.88,61,8.9981,477,1
2011-06-07 09:00:00,spring,1,2,29.52,58,15.0013,217,2
2011-06-07 10:00:00,spring,1,2,31.16,48,12.998,123,1
2011-06-07 11:00:00,spring,1,2,31.16,52,16.9979,151,0
2011-06-07 12:00:00,spring,1,2,32.8,46,19.0012,183,2
2011-06-07 13:00:00,spring,1,2,32.8,43,16.9979,196,1
2011-06-07 14:00:00,spring,1,2,32.8,43,19.0012,146,2
2011-06-07 15:00:00,spring,1,2,33.62,41,22.0028,183,1
2011-06-07 16:00:00,spring,1,1,32.8,38,15.0013,308,0
2011-06-07 17:00:00,spring,1,1,32.8,43,16.9979,539,1
2011-06-07 18:00:00,spring,1,1,31.98,46,19.0012,551,1
2011-06-07 19:00:00,spring,1,1,31.16,48,16.9979,424,0
2011-06-07 20:00:00,spring,1,1,30.34,56,8.9981,346,0
2011-06-07 21:00:00,spring,1,1,29.52,70,8.9981,218,0
2011-06-07 22:00:00,spring,1,1,28.7,65,8.9981,153,1
2011-06-07 23:00:00,spring,1,1,27.88,79,7.0015,90,0
2011-06-08 00:00:00,spring,1,1,27.06,89,8.9981,41,1
2011-06-08 01:00:00,spring,1,1,27.06,78,0.0,23,0
2011-06-08 02:00:00,spring,1,1,26.24,89,6.0032,7,1
2011-06-08 03:00:00,spring,1,1,26.24,89,6.0032,3,2
2011-06-08 04:00:00,spring,1,1,25.42,83,0.0,6,1
2011-06-08 05:00:00,spring,1,1,25.42,88,0.0,21,1
2011-06-08 06:00:00,spring,1,1,26.24,89,8.9981,116,0
2011-06-08 07:00:00,spring,1,1,27.06,74,7.0015,353,1
2011-06-08 08:00:00,spring,1,1,31.16,58,11.0014,481,2
2011-06-08 09:00:00,spring,1,1,31.16,58,11.0014,202,2
2011-06-08 10:00:00,spring,1,1,33.62,43,15.0013,90,1
2011-06-08 11:00:00,spring,1,1,34.44,41,12.998,134,2
2011-06-08 12:00:00,spring,1,1,36.08,42,8.9981,149,1
2011-06-08 13:00:00,spring,1,1,36.9,42,0.0,136,1
2011-06-08 14:00:00,spring,1,1,37.72,40,16.9979,155,2
2011-06-08 15:00:00,spring,1,1,37.72,40,11.0014,128,1
2011-06-08 16:00:00,spring,1,1,37.72,40,15.0013,233,0
2011-06-08 17:00:00,spring,1,1,37.72,35,15.0013,506,1
2011-06-08 18:00:00,spring,1,1,36.9,37,15.0013,459,2
2011-06-08 19:00:00,spring,1,1,33.62,59,8.9981,384,1
2011-06-08 20:00:00,spring,1,1,32.8,63,8.9981,280,0
2011-06-08 21:00:00,spring,1,1,32.8,66,8.9981,202,0
2011-06-08 22:00:00,spring,1,1,31.16,75,11.0014,176,1
2011-06-08 23:00:00,spring,1,1,31.16,75,12.998,116,2
2011-06-09 00:00:00,spring,1,2,30.34,79,8.9981,47,2
2011-06-09 01:00:00,spring,1,1,30.34,79,7.0015,16,0
2011-06-09 02:00:00,spring,1,2,29.52,84,11.0014,6,2
2011-06-09 03:00:00,spring,1,2,29.52,84,7.0015,2,1
2011-06-09 04:00:00,spring,1,2,29.52,79,6.0032,6,1
2011-06-09 05:00:00,spring,1,2,28.7,84,0.0,20,1
2011-06-09 06:00:00,spring,1,2,29.52,84,6.0032,118,1
2011-06-09 07:00:00,spring,1,2,29.52,79,8.9981,314,2
2011-06-09 08:00:00,spring,1,2,31.16,70,7.0015,432,0
2011-06-09 09:00:00,spring,1,1,34.44,49,0.0,168,1
2011-06-09 10:00:00,spring,1,1,35.26,50,19.0012,94,0
2011-06-09 11:00:00,spring,1,1,36.9,42,15.0013,118,1
2011-06-09 12:00:00,spring,1,1,37.72,35,12.998,140,0
2011-06-09 13:00:00,spring,1,1,36.9,37,6.0032,136,1
2011-06-09 14:00:00,spring,1,1,37.72,40,12.998,118,0
2011-06-09 15:00:00,spring,1,1,38.54,31,11.0014,104,1
2011-06-09 16:00:00,spring,1,1,37.72,33,8.9981,200,2
2011-06-09 17:00:00,spring,1,1,36.9,37,16.9979,409,2
2011-06-09 18:00:00,spring,1,1,36.08,39,19.0012,466,2
2011-06-09 19:00:00,spring,1,2,34.44,39,22.0028,326,2
2011-06-09 20:00:00,spring,1,2,32.8,43,12.998,254,0
2011-06-09 21:00:00,spring,1,3,31.16,52,0.0,171,1
2011-06-09 22:00:00,spring,1,2,30.34,58,11.0014,153,0
2011-06-09 23:00:00,spring,1,2,30.34,57,11.0014,97,2
2011-06-10 00:00:00,spring,1,3,28.7,65,15.0013,69,1
2011-06-10 01:00:00,spring,1,3,28.7,65,15.0013,23,0
2011-06-10 02:00:00,spring,1,1,27.88,69,11.0014,13,1
2011-06-10 03:00:00,spring,1,1,27.88,69,11.0014,6,0
2011-06-10 04:00:00,spring,1,1,27.06,78,11.0014,4,1
2011-06-10 05:00:00,spring,1,1,27.06,78,11.0014,28,2
2011-06-10 06:00:00,spring,1,1,27.06,78,6.0032,104,2
2011-06-10 07:00:00,spring,1,1,29.52,66,7.0015,267,1
2011-06-10 08:00:00,spring,1,1,30.34,58,8.9981,452,0
2011-06-10 09:00:00,spring,1,1,31.16,55,0.0,213,1
2011-06-10 10:00:00,spring,1,1,31.98,52,0.0,111,0
2011-06-10 11:00:00,spring,1,1,33.62,46,0.0,153,0
2011-06-10 12:00:00,spring,1,1,34.44,44,8.9981,207,1
2011-06-10 13:00:00,spring,1,1,34.44,44,7.0015,189,1
2011-06-10 14:00:00,spring,1,1,35.26,39,0.0,165,2
2011-06-10 15:00:00,spring,1,1,34.44,44,7.0015,212,0
2011-06-10 16:00:00,spring,1,1,33.62,56,19.9995,285,0
2011-06-10 17:00:00,spring,1,1,33.62,52,15.0013,517,2
2011-06-10 18:00:00,spring,1,1,32.8,59,15.0013,463,2
2011-06-10 19:00:00,spring,1,1,31.98,59,12.998,306,2
2011-06-10 20:00:00,spring,1,1,31.16,62,7.0015,250,0
2011-06-10 21:00:00,spring,1,1,31.16,66,8.9981,218,2
2011-06-10 22:00:00,spring,1,1,29.52,74,16.9979,185,0
2011-06-10 23:00:00,spring,1,1,29.52,74,11.0014,146,1
2011-06-11 00:00:00,spring,0,1,28.7,79,8.9981,117,1
2011-06-11 01:00:00,spring,0,1,28.7,79,6.0032,77,2
2011-06-11 02:00:00,spring,0,1,28.7,79,7.0015,60,2
2011-06-11 03:00:00,spring,0,1,27.88,83,6.0032,28,1
2011-06-11 04:00:00,spring,0,1,27.88,79,6.0032,13,0
2011-06-11 05:00:00,spring,0,1,27.88,74,8.9981,16,0
2011-06-11 06:00:00,spring,0,1,28.7,61,8.9981,40,0
2011-06-11 07:00:00,spring,0,1,29.52,58,12.998,68,1
2011-06-11 08:00:00,spring,0,1,30.34,58,12.998,143,2
2011-06-11 09:00:00,spring,0,1,30.34,62,8.9981,230,0
2011-06-11 10:00:00,spring,0,1,30.34,58,11.0014,264,1
2011-06-11 11:00:00,spring,0,1,31.16,62,8.9981,325,2
2011-06-11 12:00:00,spring,0,1,32.8,55,15.0013,347,1
2011-06-11 13:00:00,spring,0,1,32.8,55,12.998,387,0
2011-06-11 14:00:00,spring,0,1,33.62,49,7.0015,380,1
2011-06-11 15:00:00,spring,0,1,33.62,49,7.0015,374,2
2011-06-11 16:00:00,spring,0,2,32.8,46,12.998,394,1
2011-06-11 17:00:00,spring,0,2,30.34,58,11.0014,337,1
2011-06-11 18:00:00,spring,0,2,29.52,62,8.9981,286,0
2011-06-11 19:00:00,spring,0,1,28.7,65,12.998,264,2
2011-06-11 20:00:00,spring,0,1,27.88,74,16.9979,275,0
2011-06-11 21:00:00,spring,0,1,27.06,74,15.0013,220,0
2011-06-11 22:00:00,spring,0,1,27.06,78,15.0013,190,2
2011-06-11 23:00:00,spring,0,1,27.06,74,7.0015,131,1
2011-06-12 00:00:00,spring,0,1,27.06,78,15.0013,119,0
2011-06-12 01:00:00,spring,0,1,26.24,83,7.0015,93,1
2011-06-12 02:00:00,spring,0,1,26.24,89,16.9979,66,1
2011-06-12 03:00:00,spring,0,1,26.24,89,19.0012,28,2
2011-06-12 04:00:00,spring,0,1,25.42,88,11.0014,14,0
2011-06-12 05:00:00,spring,0,1,25.42,88,15.0013,10,2
2011-06-12 06:00:00,spring,0,1,25.42,88,7.0015,14,1
2011-06-12 07:00:00,spring,0,1,26.24,78,7.0015,34,0
2011-06-12 08:00:00,spring,0,1,28.7,74,0.0,92,2
2011-06-12 09:00:00,spring,0,1,29.52,66,0.0,182,0
2011-06-12 10:00:00,spring,0,1,31.16,58,6.0032,311,1
2011-06-12 11:00:00,spring,0,1,31.98,55,7.0015,367,1
2011-06-12 12:00:00,spring,0,1,33.62,46,0.0,420,1
2011-06-12 13:00:00,spring,0,1,31.98,59,19.0012,373,1
2011-06-12 14:00:00,spring,0,1,33.62,56,16.9979,315,2
2011-06-12 15:00:00,spring,0,1,32.8,59,19.9995,360,0
2011-06-12 16:00:00,spring,0,3,27.88,83,19.0012,350,2
2011-06-12 17:00:00,spring,0,3,27.88,83,19.0012,252,2
2011-06-12 18:00:00,spring,0,1,28.7,74,11.0014,256,2
2011-06-12 19:00:00,spring,0,1,28.7,74,7.0015,223,1
2011-06-12 20:00:00,spring,0,1,27.06,83,11.0014,206,1
2011-06-12 21:00:00,spring,0,1,27.06,83,7.0015,140,2
2011-06-12 22:00:00,spring,0,1,26.24,83,8.9981,128,1
2011-06-12 23:00:00,spring,0,1,26.24,78,12.998,107,0
2011-06-13 00:00:00,spring,1,1,26.24,78,8.9981,28,1
2011-06-13 01:00:00,spring,1,1,26.24,73,15.0013,16,0
2011-06-13 02:00:00,spring,1,1,25.42,73,19.0012,10,1
2011-06-13 03:00:00,spring,1,1,24.6,60,32.9975,7,1
2011-06-13 04:00:00,spring,1,1,22.96,64,19.9995,4,2
2011-06-13 05:00:00,spring,1,1,22.14,64,26.0027,29,2
2011-06-13 06:00:00,spring,1,1,22.14,64,27.9993,105,1
2011-06-13 07:00:00,spring,1,1,22.96,56,23.9994,328,1
2011-06-13 08:00:00,spring,1,1,23.78,49,30.0026,476,1
2011-06-13 09:00:00,spring,1,1,25.42,46,23.9994,224,2
2011-06-13 10:00:00,spring,1,1,26.24,41,22.0028,118,1
2011-06-13 11:00:00,spring,1,1,27.06,41,19.9995,159,2
2011-06-13 12:00:00,spring,1,1,27.06,41,19.0012,196,0
2011-06-13 13:00:00,spring,1,1,28.7,37,0.0,227,2
2011-06-13 14:00:00,spring,1,1,28.7,34,16.9979,200,1
2011-06-13 15:00:00,spring,1,1,28.7,37,30.0026,185,2
2011-06-13 16:00:00,spring,1,1,28.7,37,27.9993,326,2
2011-06-13 17:00:00,spring,1,1,28.7,39,22.0028,601,0
2011-06-13 18:00:00,spring,1,1,28.7,37,23.9994,586,1
2011-06-13 19:00:00,spring,1,1,27.06,39,19.0012,423,0
2011-06-13 20:00:00,spring,1,1,26.24,44,16.9979,331,1
2011-06-13 21:00:00,spring,1,1,26.24,41,16.9979,218,2
2011-06-13 22:00:00,spring,1,1,25.42,46,15.0013,134,1
2011-06-13 23:00:00,spring,1,1,25.42,46,12.998,89,0
2011-06-14 00:00:00,spring,1,1,24.6,49,12.998,31,2
2011-06-14 01:00:00,spring,1,1,24.6,49,16.9979,13,1
2011-06-14 02:00:00,spring,1,1,24.6,49,19.0012,10,0
2011-06-14 03:00:00,spring,1,1,23.78,53,22.0028,2,0
2011-06-14 04:00:00,spring,1,1,22.14,60,16.9979,3,2
2011-06-14 05:00:00,spring,1,1,22.14,56,22.0028,26,0
2011-06-14 06:00:00,spring,1,1,22.14,56,19.9995,113,0
2011-06-14 07:00:00,spring,1,1,22.96,52,27.9993,365,2
2011-06-14 08:00:00,spring,1,1,23.78,49,26.0027,486,0
2011-06-14 09:00:00,spring,1,1,25.42,46,12.998,193,2
2011-06-14 10:00:00,spring,1,1,25.42,46,15.0013,130,0
2011-06-14 11:00:00,spring,1,1,26.24,41,19.0012,143,2
2011-06-14 12:00:00,spring,1,1,26.24,41,23.9994,169,1
2011-06-14 13:00:00,spring,1,1,26.24,44,15.0013,209,1
2011-06-14 14:00:00,spring,1,2,26.24,47,12.998,159,1
2011-06-14 15:00:00,spring,1,1,26.24,47,11.0014,178,2
2011-06-14 16:00:00,spring,1,1,27.88,41,12.998,330,2
2011-06-14 17:00:00,spring,1,3,26.24,50,19.0012,569,1
2011-06-14 18:00:00,spring,1,1,25.42,51,22.0028,538,0
2011-06-14 19:00:00,spring,1,1,26.24,50,23.9994,386,2
2011-06-14 20:00:00,spring,1,1,24.6,56,11.0014,297,1
2011-06-14 21:00:00,spring,1,1,24.6,56,19.9995,243,1
2011-06-14 22:00:00,spring,1,1,23.78,60,15.0013,188,1
2011-06-14 23:00:00,spring,1,1,22.96,68,15.0013,110,2
2011-06-15 00:00:00,spring,1,1,22.96,64,23.9994,52,1
2011-06-15 01:00:00,spring,1,1,22.14,64,19.0012,14,1
2011-06-15 02:00:00,spring,1,1,21.32,63,15.0013,9,1
2011-06-15 03:00:00,spring,1,1,20.5,68,16.9979,1,0
2011-06-15 04:00:00,spring,1,1,20.5,63,19.0012,4,0
2011-06-15 05:00:00,spring,1,1,19.68,67,19.0012,21,1
2011-06-15 06:00:00,spring,1,1,20.5,63,16.9979,121,0
2011-06-15 07:00:00,spring,1,1,22.14,60,8.9981,370,2
2011-06-15 08:00:00,spring,1,1,23.78,53,8.9981,498,2
2011-06-15 09:00:00,spring,1,1,24.6,49,0.0,207,2
2011-06-15 10:00:00,spring,1,1,26.24,47,11.0014,135,1
2011-06-15 11:00:00,spring,1,1,27.88,36,0.0,164,1
2011-06-15 12:00:00,spring,1,1,28.7,34,15.0013,211,2
2011-06-15 13:00:00,spring,1,1,30.34,28,19.0012,189,1
2011-06-15 14:00:00,spring,1,1,30.34,28,0.0,178,2
2011-06-15 15:00:00,spring,1,1,31.16,27,0.0,164,1
2011-06-15 16:00:00,spring,1,1,31.16,27,8.9981,312,2
2011-06-15 17:00:00,spring,1,1,30.34,28,7.0015,638,1
2011-06-15 18:00:00,spring,1,1,29.52,32,8.9981,607,1
2011-06-15 19:00:00,spring,1,1,28.7,37,19.0012,416,2
2011-06-15 20:00:00,spring,1,1,27.06,44,11.0014,330,0
2011-06-15 21:00:00,spring,1,1,26.24,47,15.0013,257,1
2011-06-15 22:00:00,spring,1,1,25.42,50,7.0015,175,2
2011-06-15 23:00:00,spring,1,1,25.42,53,0.0,107,1
2011-06-16 00:00:00,spring,1,1,24.6,56,7.0015,47,0
2011-06-16 01:00:00,spring,1,1,23.78,60,0.0,17,0
2011-06-16 02:00:00,spring,1,1,24.6,56,6.0032,5,1
2011-06-16 03:00:00,spring,1,2,22.96,73,6.0032,4,0
2011-06-16 04:00:00,spring,1,2,22.96,68,7.0015,6,1
2011-06-16 05:00:00,spring,1,1,24.6,64,12.998,25,0
2011-06-16 06:00:00,spring,1,3,23.78,73,11.0014,112,2
2011-06-16 07:00:00,spring,1,3,22.96,78,11.0014,188,2
2011-06-16 08:00:00,spring,1,2,24.6,69,8.9981,388,0
2011-06-16 09:00:00,spring,1,2,25.42,65,12.998,261,0
2011-06-16 10:00:00,spring,1,2,27.06,61,16.9979,121,0
2011-06-16 11:00:00,spring,1,2,27.88,61,19.9995,150,0
2011-06-16 12:00:00,spring,1,1,29.52,54,26.0027,206,0
2011-06-16 13:00:00,spring,1,2,29.52,54,16.9979,151,1
2011-06-16 14:00:00,spring,1,2,29.52,54,22.0028,153,2
2011-06-16 15:00:00,spring,1,2,28.7,61,19.9995,159,1
2011-06-16 16:00:00,spring,1,3,27.06,69,12.998,294,1
2011-06-16 17:00:00,spring,1,2,26.24,78,7.0015,272,2
2011-06-16 18:00:00,spring,1,1,26.24,83,15.0013,325,2
2011-06-16 19:00:00,spring,1,1,25.42,83,19.0012,327,1
2011-06-16 20:00:00,spring,1,1,25.42,83,22.0028,201,2
2011-06-16 21:00:00,spring,1,3,25.42,83,16.9979,188,2
2011-06-16 22:00:00,spring,1,3,25.42,83,16.9979,151,2
2011-06-16 23:00:00,spring,1,3,24.6,83,16.9979,16,1
2011-06-17 00:00:00,spring,1,1,22.96,88,6.0032,24,2
2011-06-17 01:00:00,spring,1,1,22.96,94,8.9981,23,2
2011-06-17 02:00:00,spring,1,1,22.96,94,7.0015,13,0
2011-06-17 03:00:00,spring,1,1,22.96,94,7.0015,6,1
2011-06-17 04:00:00,spring,1,1,22.14,94,8.9981,6,1
2011-06-17 05:00:00,spring,1,1,22.14,100,0.0,13,0
2011-06-17 06:00:00,spring,1,1,22.96,94,0.0,97,1
2011-06-17 07:00:00,spring,1,1,24.6,83,0.0,250,1
2011-06-17 08:00:00,spring,1,2,24.6,83,0.0,454,2
2011-06-17 09:00:00,spring,1,1,28.7,58,12.998,224,2
2011-06-17 10:00:00,spring,1,1,28.7,58,12.998,170,1
2011-06-17 11:00:00,spring,1,1,27.88,69,16.9979,181,0
2011-06-17 12:00:00,spring,1,1,28.7,65,16.9979,243,2
2011-06-17 13:00:00,spring,1,1,30.34,62,19.0012,204,0
2011-06-17 14:00:00,spring,1,1,31.16,52,12.998,215,1
2011-06-17 15:00:00,spring,1,1,31.98,43,15.0013,243,2
2011-06-17 16:00:00,spring,1,1,31.16,45,11.0014,355,2
2011-06-17 17:00:00,spring,1,3,31.16,40,12.998,552,1
2011-06-17 18:00:00,spring,1,3,31.16,40,12.998,450,1
2011-06-17 19:00:00,spring,1,3,26.24,83,16.9979,328,2
2011-06-17 20:00:00,spring,1,1,26.24,78,7.0015,232,1
2011-06-17 21:00:00,spring,1,1,26.24,78,6.0032,208,1
2011-06-17 22:00:00,spring,1,1,25.42,88,8.9981,175,2
2011-06-17 23:00:00,spring,1,1,25.42,83,8.9981,178,0
2011-06-18 00:00:00,spring,0,1,25.42,88,8.9981,104,2
2011-06-18 01:00:00,spring,0,1,25.42,83,7.0015,95,2
2011-06-18 02:00:00,spring,0,1,24.6,88,0.0,53,2
2011-06-18 03:00:00,spring,0,1,24.6,88,6.0032,20,0
2011-06-18 04:00:00,spring,0,1,24.6,88,6.0032,5,2
2011-06-18 05:00:00,spring,0,1,25.42,83,0.0,7,2
2011-06-18 06:00:00,spring,0,1,25.42,83,7.0015,27,1
2011-06-18 07:00:00,spring,0,1,26.24,78,8.9981,57,0
2011-06-18 08:00:00,spring,0,1,27.06,78,6.0032,131,1
2011-06-18 09:00:00,spring,0,1,28.7,61,15.0013,218,0
2011-06-18 10:00:00,spring,0,1,29.52,62,12.998,244,2
2011-06-18 11:00:00,spring,0,1,29.52,62,8.9981,404,2
2011-06-18 12:00:00,spring,0,1,30.34,66,6.0032,420,2
2011-06-18 13:00:00,spring,0,1,31.16,55,0.0,327,2
2011-06-18 14:00:00,spring,0,2,32.8,46,19.0012,334,0
2011-06-18 15:00:00,spring,0,2,33.62,46,8.9981,367,2
2011-06-18 16:00:00,spring,0,2,31.16,52,15.0013,468,1
2011-06-18 17:00:00,spring,0,2,31.16,48,11.0014,449,2
2011-06-18 18:00:00,spring,0,2,30.34,55,12.998,381,0
2011-06-18 19:00:00,spring,0,2,30.34,51,7.0015,326,1
2011-06-18 20:00:00,spring,0,2,29.52,58,8.9981,188,2
2011-06-18 21:00:00,spring,0,2,29.52,66,7.0015,183,0
2011-06-18 22:00:00,spring,0,2,29.52,62,8.9981,161,0
2011-06-18 23:00:00,spring,0,2,29.52,62,0.0,150,0
2011-06-19 00:00:00,spring,0,1,28.7,65,0.0,89,0
2011-06-19 01:00:00,spring,0,2,28.7,65,6.0032,76,2
2011-06-19 02:00:00,spring,0,1,27.88,74,6.0032,72,1
2011-06-19 03:00:00,spring,0,2,27.06,78,8.9981,30,0
2011-06-19 04:00:00,spring,0,2,27.06,74,8.9981,17,2
2011-06-19 05:00:00,spring,0,2,27.06,78,0.0,19,0
2011-06-19 06:00:00,spring,0,2,27.06,78,11.0014,33,2
2011-06-19 07:00:00,spring,0,2,27.06,78,11.0014,71,1
2011-06-19 08:00:00,spring,0,3,27.88,74,7.0015,84,2
2011-06-19 09:00:00,spring,0,2,27.88,74,7.0015,169,2
2011-06-19 10:00:00,spring,0,2,28.7,61,7.0015,244,2
2011-06-19 11:00:00,spring,0,2,29.52,58,6.0032,377,0
2011-06-19 12:00:00,spring,0,2,30.34,55,6.0032,396,1
2011-06-19 13:00:00,spring,0,2,30.34,51,0.0,363,2
2011-06-19 14:00:00,spring,0,3,30.34,58,7.0015,317,0
2011-06-19 15:00:00,spring,0,2,30.34,55,7.0015,362,0
2011-06-19 16:00:00,spring,0,2,31.16,48,0.0,378,2
2011-06-19 17:00:00,spring,0,1,30.34,51,0.0,397,2
2011-06-19 18:00:00,spring,0,2,30.34,58,6.0032,296,0
2011-06-19 19:00:00,spring,0,1,29.52,62,8.9981,311,1
2011-06-19 20:00:00,spring,0,1,28.7,70,12.998,232,1
2011-06-19 21:00:00,spring,0,1,27.88,79,8.9981,167,1
2011-06-19 22:00:00,spring,0,1,27.06,78,15.0013,152,0
2011-06-19 23:00:00,spring,0,1,27.06,78,12.998,92,1
2011-07-01 00:00:00,summer,1,1,27.06,50,0.0,68,2
2011-07-01 01:00:00,summer,1,1,27.06,50,0.0,31,2
2011-07-01 02:00:00,summer,1,1,25.42,69,0.0,13,1
2011-07-01 03:00:00,summer,1,1,26.24,53,0.0,11,1
2011-07-01 04:00:00,summer,1,1,25.42,57,0.0,6,1
2011-07-01 05:00:00,summer,1,1,24.6,64,8.9981,30,2
2011-07-01 06:00:00,summer,1,1,25.42,61,8.9981,108,1
2011-07-01 07:00:00,summer,1,1,27.06,54,7.0015,243,0
2011-07-01 08:00:00,summer,1,1,28.7,42,11.0014,492,1
2011-07-01 09:00:00,summer,1,1,30.34,35,11.0014,260,1
2011-07-01 10:00:00,summer,1,1,31.16,33,11.0014,170,2
2011-07-01 11:00:00,summer,1,1,32.8,26,0.0,214,2
2011-07-01 12:00:00,summer,1,1,32.8,26,0.0,263,1
2011-07-01 13:00:00,summer,1,1,32.8,24,0.0,292,2
2011-07-01 14:00:00,summer,1,1,33.62,23,12.998,303,0
2011-07-01 15:00:00,summer,1,1,33.62,21,16.9979,381,0
2011-07-01 16:00:00,summer,1,1,33.62,17,0.0,427,2
2011-07-01 17:00:00,summer,1,1,33.62,21,12.998,461,2
2011-07-01 18:00:00,summer,1,1,32.8,24,16.9979,422,1
2011-07-01 19:00:00,summer,1,1,31.98,25,12.998,318,2
2011-07-01 20:00:00,summer,1,1,29.52,42,15.0013,269,0
2011-07-01 21:00:00,summer,1,1,28.7,45,12.998,218,0
2011-07-01 22:00:00,summer,1,1,28.7,42,0.0,222,0
2011-07-01 23:00:00,summer,1,1,27.88,47,6.0032,140,0
2011-07-02 00:00:00,summer,0,1,27.88,47,6.0032,115,0
2011-07-02 01:00:00,summer,0,1,27.06,54,0.0,78,0
2011-07-02 02:00:00,summer,0,1,26.24,53,0.0,52,0
2011-07-02 03:00:00,summer,0,1,26.24,53,0.0,26,1
2011-07-02 04:00:00,summer,0,1,25.42,61,0.0,11,1
2011-07-02 05:00:00,summer,0,1,23.78,73,7.0015,14,2
2011-07-02 06:00:00,summer,0,1,25.42,69,7.0015,32,2
2011-07-02 07:00:00,summer,0,1,26.24,65,0.0,45,1
2011-07-02 08:00:00,summer,0,1,27.88,57,0.0,132,0
2011-07-02 09:00:00,summer,0,1,30.34,51,6.0032,179,1
2011-07-02 10:00:00,summer,0,1,32.8,36,0.0,271,0
2011-07-02 11:00:00,summer,0,1,32.8,36,6.0032,357,1
2011-07-02 12:00:00,summer,0,1,33.62,30,8.9981,374,2
2011-07-02 13:00:00,summer,0,1,33.62,30,7.0015,404,1
2011-07-02 14:00:00,summer,0,1,34.44,20,0.0,392,0
2011-07-02 15:00:00,summer,0,1,35.26,19,11.0014,331,0
2011-07-02 16:00:00,summer,0,1,36.08,22,15.0013,398,1
2011-07-02 17:00:00,summer,0,1,34.44,30,15.0013,349,0
2011-07-02 18:00:00,summer,0,1,33.62,30,19.0012,383,0
2011-07-02 19:00:00,summer,0,1,32.8,33,15.0013,305,2
2011-07-02 20:00:00,summer,0,1,31.16,45,19.0012,284,0
2011-07-02 21:00:00,summer,0,1,30.34,48,12.998,232,2
2011-07-02 22:00:00,summer,0,1,29.52,51,11.0014,201,2
2011-07-02 23:00:00,summer,0,1,29.52,54,19.0012,154,1
2011-07-03 00:00:00,summer,0,1,28.7,58,15.0013,144,1
2011-07-03 01:00:00,summer,0,2,28.7,61,11.0014,78,0
2011-07-03 02:00:00,summer,0,1,28.7,58,12.998,69,2
2011-07-03 03:00:00,summer,0,3,27.88,65,6.0032,33,2
2011-07-03 04:00:00,summer,0,3,27.88,65,6.0032,5,0
2011-07-03 05:00:00,summer,0,3,25.42,83,12.998,1,2
2011-07-03 06:00:00,summer,0,2,25.42,94,6.0032,3,1
2011-07-03 07:00:00,summer,0,2,26.24,89,12.998,25,2
2011-07-03 08:00:00,summer,0,1,27.88,79,15.0013,92,2
2011-07-03 09:00:00,summer,0,1,28.7,74,16.9979,181,1
2011-07-03 10:00:00,summer,0,1,30.34,66,11.0014,264,0
2011-07-03 11:00:00,summer,0,1,31.16,62,7.0015,390,1
2011-07-03 12:00:00,summer,0,1,32.8,55,7.0015,404,1
2011-07-03 13:00:00,summer,0,1,32.8,59,15.0013,421,0
2011-07-03 14:00:00,summer,0,1,33.62,56,16.9979,375,2
2011-07-03 15:00:00,summer,0,1,34.44,53,19.9995,376,1
2011-07-03 16:00:00,summer,0,1,34.44,53,19.9995,414,1
2011-07-03 17:00:00,summer,0,3,32.8,49,56.9969,358,0
2011-07-03 18:00:00,summer,0,3,32.8,49,56.9969,181,1
2011-07-03 19:00:00,summer,0,2,27.06,83,12.998,183,2
2011-07-03 20:00:00,summer,0,3,27.06,83,0.0,176,1
2011-07-03 21:00:00,summer,0,2,27.06,83,11.0014,167,1
2011-07-03 22:00:00,summer,0,2,27.06,78,7.0015,162,2
2011-07-03 23:00:00,summer,0,1,26.24,83,11.0014,147,1
2011-07-04 00:00:00,summer,0,1,26.24,83,8.9981,140,1
2011-07-04 01:00:00,summer,0,1,26.24,83,6.0032,119,0
2011-07-04 02:00:00,summer,0,1,26.24,83,0.0,63,1
2011-07-04 03:00:00,summer,0,1,26.24,78,0.0,26,2
2011-07-04 04:00:00,summer,0,2,27.06,78,6.0032,12,0
2011-07-04 05:00:00,summer,0,2,26.24,83,8.9981,4,1
2011-07-04 06:00:00,summer,0,1,26.24,89,11.0014,16,1
2011-07-04 07:00:00,summer,0,1,27.06,83,8.9981,36,0
2011-07-04 08:00:00,summer,0,1,28.7,74,7.0015,86,1
2011-07-04 09:00:00,summer,0,2,29.52,66,6.0032,238,2
2011-07-04 10:00:00,summer,0,2,31.16,55,6.0032,280,1
2011-07-04 11:00:00,summer,0,2,31.16,55,6.0032,349,2
